[0.010s] Invoking command in '/root/ros2_ws/build/communication': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/root/ros2_ws/install/aerial_system_mujoco:/opt/ros/humble /usr/bin/cmake --build /root/ros2_ws/build/communication -- -j16 -l16
[0.112s] [  1%] Built target communication__cpp
[0.128s] [  1%] Built target ament_cmake_python_symlink_communication
[0.145s] [ 12%] Built target communication__rosidl_generator_c
[0.157s] [ 23%] Built target communication__rosidl_typesupport_cpp
[0.157s] [ 34%] Built target communication__rosidl_typesupport_fastrtps_cpp
[0.158s] [ 46%] Built target communication__rosidl_typesupport_introspection_cpp
[0.169s] [ 68%] Built target communication__rosidl_typesupport_c
[0.169s] [ 68%] Built target communication__rosidl_typesupport_introspection_c
[0.171s] [ 79%] Built target communication__rosidl_typesupport_fastrtps_c
[0.186s] [ 79%] Built target communication
[0.204s] [ 80%] Built target communication__py
[0.225s] [ 90%] Built target communication__rosidl_generator_py
[0.238s] [ 93%] Built target communication__rosidl_typesupport_fastrtps_c__pyext
[0.240s] [ 96%] Built target communication__rosidl_typesupport_c__pyext
[0.240s] [100%] Built target communication__rosidl_typesupport_introspection_c__pyext
[0.340s] -- Up-to-date symlink: /root/ros2_ws/install/communication/include/communication/communication/msg/detail/motion_commands__rosidl_typesupport_introspection_cpp.hpp
[0.341s] -- Up-to-date symlink: /root/ros2_ws/install/communication/include/communication/communication/msg/detail/touch_sensor__rosidl_typesupport_introspection_cpp.hpp
[0.341s] -- Up-to-date symlink: /root/ros2_ws/install/communication/include/communication/communication/srv/detail/gait_switch__rosidl_typesupport_introspection_cpp.hpp
[0.341s] -- Up-to-date symlink: /root/ros2_ws/install/communication/include/communication/communication/srv/detail/simulation_reset__rosidl_typesupport_introspection_cpp.hpp
[0.341s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/environment/pythonpath.sh
[0.341s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/environment/pythonpath.dsv
[0.341s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication-0.0.0-py3.10.egg-info/PKG-INFO
[0.341s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication-0.0.0-py3.10.egg-info/SOURCES.txt
[0.341s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication-0.0.0-py3.10.egg-info/dependency_links.txt
[0.341s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication-0.0.0-py3.10.egg-info/top_level.txt
[0.342s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/__init__.py
[0.342s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/_communication_s.ep.rosidl_typesupport_c.c
[0.342s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/_communication_s.ep.rosidl_typesupport_fastrtps_c.c
[0.342s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/_communication_s.ep.rosidl_typesupport_introspection_c.c
[0.343s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/communication_s__rosidl_typesupport_c.cpython-310-x86_64-linux-gnu.so
[0.343s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/communication_s__rosidl_typesupport_fastrtps_c.cpython-310-x86_64-linux-gnu.so
[0.343s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/communication_s__rosidl_typesupport_introspection_c.cpython-310-x86_64-linux-gnu.so
[0.343s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/libcommunication__rosidl_generator_py.so
[0.343s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/msg/__init__.py
[0.343s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/msg/_actuator_cmds.py
[0.343s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/msg/_actuator_cmds_s.c
[0.343s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/msg/_motion_commands.py
[0.343s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/msg/_motion_commands_s.c
[0.344s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/msg/_touch_sensor.py
[0.344s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/msg/_touch_sensor_s.c
[0.344s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/srv/__init__.py
[0.344s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/srv/_gait_switch.py
[0.344s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/srv/_gait_switch_s.c
[0.344s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/srv/_simulation_reset.py
[0.344s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/srv/_simulation_reset_s.c
[0.344s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/communication_s__rosidl_typesupport_fastrtps_c.cpython-310-x86_64-linux-gnu.so
[0.345s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/communication_s__rosidl_typesupport_introspection_c.cpython-310-x86_64-linux-gnu.so
[0.345s] -- Up-to-date symlink: /root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/communication_s__rosidl_typesupport_c.cpython-310-x86_64-linux-gnu.so
[0.345s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/msg/ActuatorCmds.idl
[0.345s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/msg/MotionCommands.idl
[0.345s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/msg/TouchSensor.idl
[0.346s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/srv/SimulationReset.idl
[0.346s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/srv/GaitSwitch.idl
[0.346s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/msg/ActuatorCmds.msg
[0.346s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/msg/MotionCommands.msg
[0.346s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/msg/TouchSensor.msg
[0.346s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/srv/SimulationReset.srv
[0.346s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/srv/SimulationReset_Request.msg
[0.346s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/srv/SimulationReset_Response.msg
[0.346s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/srv/GaitSwitch.srv
[0.346s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/srv/GaitSwitch_Request.msg
[0.346s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/srv/GaitSwitch_Response.msg
[0.347s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/ament_index/resource_index/package_run_dependencies/communication
[0.347s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/ament_index/resource_index/parent_prefix_path/communication
[0.347s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/environment/ament_prefix_path.sh
[0.347s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/environment/ament_prefix_path.dsv
[0.347s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/environment/path.sh
[0.347s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/environment/path.dsv
[0.348s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/local_setup.bash
[0.348s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/local_setup.sh
[0.348s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/local_setup.zsh
[0.348s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/local_setup.dsv
[0.348s] -- Symlinking: /root/ros2_ws/install/communication/share/communication/package.dsv
[0.355s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/ament_index/resource_index/packages/communication
[0.356s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/cmake/rosidl_cmake-extras.cmake
[0.356s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/cmake/ament_cmake_export_dependencies-extras.cmake
[0.356s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/cmake/ament_cmake_export_include_directories-extras.cmake
[0.356s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/cmake/ament_cmake_export_libraries-extras.cmake
[0.356s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/cmake/ament_cmake_export_targets-extras.cmake
[0.356s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/cmake/rosidl_cmake_export_typesupport_targets-extras.cmake
[0.356s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/cmake/rosidl_cmake_export_typesupport_libraries-extras.cmake
[0.357s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/cmake/communicationConfig.cmake
[0.357s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/cmake/communicationConfig-version.cmake
[0.357s] -- Up-to-date symlink: /root/ros2_ws/install/communication/share/communication/package.xml
[0.357s] -- Up-to-date: /root/ros2_ws/install/communication/lib/libcommunication__rosidl_generator_c.so
[0.357s] -- Up-to-date: /root/ros2_ws/install/communication/lib/libcommunication__rosidl_typesupport_fastrtps_c.so
[0.358s] -- Up-to-date: /root/ros2_ws/install/communication/lib/libcommunication__rosidl_typesupport_fastrtps_cpp.so
[0.358s] -- Up-to-date: /root/ros2_ws/install/communication/lib/libcommunication__rosidl_typesupport_introspection_c.so
[0.358s] -- Up-to-date: /root/ros2_ws/install/communication/lib/libcommunication__rosidl_typesupport_c.so
[0.359s] -- Up-to-date: /root/ros2_ws/install/communication/lib/libcommunication__rosidl_typesupport_introspection_cpp.so
[0.359s] -- Up-to-date: /root/ros2_ws/install/communication/lib/libcommunication__rosidl_typesupport_cpp.so
[0.379s] Listing '/root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication'...
[0.379s] Listing '/root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/msg'...
[0.379s] Listing '/root/ros2_ws/install/communication/local/lib/python3.10/dist-packages/communication/srv'...
[0.381s] -- Up-to-date: /root/ros2_ws/install/communication/lib/libcommunication__rosidl_generator_py.so
[0.382s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/export_communication__rosidl_generator_cExport.cmake
[0.382s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/export_communication__rosidl_generator_cExport-noconfig.cmake
[0.382s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/export_communication__rosidl_typesupport_fastrtps_cExport.cmake
[0.382s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/export_communication__rosidl_typesupport_fastrtps_cExport-noconfig.cmake
[0.382s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/export_communication__rosidl_generator_cppExport.cmake
[0.383s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/export_communication__rosidl_typesupport_fastrtps_cppExport.cmake
[0.383s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/export_communication__rosidl_typesupport_fastrtps_cppExport-noconfig.cmake
[0.383s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/communication__rosidl_typesupport_introspection_cExport.cmake
[0.383s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/communication__rosidl_typesupport_introspection_cExport-noconfig.cmake
[0.383s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/communication__rosidl_typesupport_cExport.cmake
[0.383s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/communication__rosidl_typesupport_cExport-noconfig.cmake
[0.383s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/communication__rosidl_typesupport_introspection_cppExport.cmake
[0.383s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/communication__rosidl_typesupport_introspection_cppExport-noconfig.cmake
[0.383s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/communication__rosidl_typesupport_cppExport.cmake
[0.384s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/communication__rosidl_typesupport_cppExport-noconfig.cmake
[0.384s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/export_communication__rosidl_generator_pyExport.cmake
[0.384s] -- Up-to-date: /root/ros2_ws/install/communication/share/communication/cmake/export_communication__rosidl_generator_pyExport-noconfig.cmake
[0.385s] Invoked command in '/root/ros2_ws/build/communication' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/root/ros2_ws/install/aerial_system_mujoco:/opt/ros/humble /usr/bin/cmake --install /root/ros2_ws/build/communication
